SELLER_GEOLOCATION_KEY,SELLER_ZIP_CODE_PREFIX,CITY,STATE,LATITUDE,LONGITUDE
6029,18085,Sorocaba,São Paulo,-23.472414567045835,-47.433669226304254
6031,18087,Sorocaba,São Paulo,-23.459173046685184,-47.40454580051047
6032,18090,Sorocaba,São Paulo,-23.481599635478855,-47.44821483282602
6034,18103,Sorocaba,São Paulo,-23.419167901610297,-47.4167211093245
6038,18110,Votorantim,São Paulo,-23.543319623797903,-47.45738003311676
6039,18111,Votorantim,São Paulo,-23.53496649690408,-47.44026603900273
6048,18120,Mairinque,São Paulo,-23.53650295835299,-47.18889011605326
6050,18130,Sao Roque,São Paulo,-23.531424390734568,-47.13442765046272
6051,18131,Sao Roque,São Paulo,-23.53171637882901,-47.14867075932756
6052,18132,Sao Roque,São Paulo,-23.51785667889076,-47.140000622420544
6056,18136,Sao Roque,São Paulo,-23.54858318028307,-47.13724512698744
6066,18185,Pilar Do Sul,São Paulo,-23.81197455444591,-47.72290759681854
6069,18200,Itapetininga,São Paulo,-23.58756572333104,-48.04486901382985
6088,18220,Alambari,São Paulo,-23.56157106605844,-47.88510054852834
6098,18270,Tatui,São Paulo,-23.349777166836898,-47.8473777434754
6107,18279,Tatui,São Paulo,-23.333791304252223,-47.84745972933328
6128,18401,Itapeva,São Paulo,-23.97414802490568,-48.87104664329509
6148,18480,Itaporanga,São Paulo,-23.705464946211745,-49.48636347801798
6150,18500,Laranjal Paulista,São Paulo,-23.04955173261455,-47.83762131131264
6153,18530,Tiete,São Paulo,-23.101621006440027,-47.71181914055678
6156,18550,Boituva,São Paulo,-23.28742694830572,-47.670586146714506
6160,18590,Bofete,São Paulo,-23.11060228608733,-48.26247044881959
6165,18604,Botucatu,São Paulo,-22.875814933627183,-48.427600745148105
6169,18608,Botucatu,São Paulo,-22.86605277327737,-48.46069203327626
6172,18611,Botucatu,São Paulo,-22.874881658404487,-48.43575338563228
6184,18680,Lencois Paulista,São Paulo,-22.59365074826412,-48.79966231141295
6185,18681,Lencois Paulista,São Paulo,-22.59912233055667,-48.78750986401859
6186,18682,Lencois Paulista,São Paulo,-22.609897676638745,-48.79623698889816
6187,18683,Lencois Paulista,São Paulo,-22.60144304535506,-48.80710410454744
6194,18701,Avare,São Paulo,-23.103845020089445,-48.91419147685257
6208,18760,Cerqueira Cesar,São Paulo,-23.03410041877053,-49.16234455805434
6224,18950,Ipaussu,São Paulo,-23.05515168059584,-49.62719098425694
6229,19010,Presidente Prudente,São Paulo,-22.12273521177678,-51.38636933470502
6230,19013,Presidente Prudente,São Paulo,-22.135728201280653,-51.392004159197725
6233,19020,Presidente Prudente,São Paulo,-22.113507353635857,-51.38645500353058
6234,19023,Presidente Prudente,São Paulo,-22.110680580939565,-51.399092120481306
6236,19025,Presidente Prudente,São Paulo,-22.10031510183667,-51.40735633783322
6238,19027,Presidente Prudente,São Paulo,-22.112262423842854,-51.42117966623059
6240,19029,Presidente Prudente,São Paulo,-22.07708974256958,-51.41548624933166
6249,19042,Presidente Prudente,São Paulo,-22.1362294598616,-51.37245004547979
6260,19063,Presidente Prudente,São Paulo,-22.128139671808405,-51.44143598380818
6274,19160,Alvares Machado,São Paulo,-22.07699368740586,-51.46756282500047
6290,19300,Presidente Bernardes,São Paulo,-22.00850814387055,-51.55634360153442
6295,19400,Presidente Venceslau,São Paulo,-21.8742882795038,-51.84496960410871
6299,19470,Presidente Epitacio,São Paulo,-21.773562635668824,-52.115709937410585
6321,19800,Assis,São Paulo,-22.665586099934306,-50.41524708602695
6323,19802,Assis,São Paulo,-22.669353928606768,-50.42693117309733
6324,19803,Assis,São Paulo,-22.67568027378032,-50.4375555298538
6325,19804,Assis,São Paulo,-22.663902111270872,-50.43581803310741
6326,19806,Assis,São Paulo,-22.65550234306452,-50.4257100791395
6331,19814,Assis,São Paulo,-22.65739937232149,-50.40967596560367
6332,19815,Assis,São Paulo,-22.655662293967403,-50.39542900698363
6334,19820,Taruma,São Paulo,-22.7489466206339,-50.578951684465736
6335,19830,Echapora,São Paulo,-22.4299509636415,-50.20543406742506
6339,19865,Pedrinhas Paulista,São Paulo,-22.815272553334733,-50.79127156718951
6349,19906,Ourinhos,São Paulo,-22.98470598279763,-49.881834805384784
6367,20020,Rio De Janeiro,Rio de Janeiro,-22.90749454533334,-43.17316912947846
6368,20021,Rio De Janeiro,Rio de Janeiro,-22.912369544913428,-43.17350079335496
6370,20031,Rio De Janeiro,Rio de Janeiro,-22.909572437655488,-43.1777031129869
6371,20040,Rio De Janeiro,Rio de Janeiro,-22.90568600024909,-43.177156307060464
6374,20051,Rio De Janeiro,Rio de Janeiro,-22.90306310094257,-43.18298926875737
6376,20060,Rio De Janeiro,Rio de Janeiro,-22.90742646003482,-43.22111290328188
6377,20061,Rio De Janeiro,Rio de Janeiro,-22.905811724167148,-43.18562902375168
6381,20081,Rio De Janeiro,Rio de Janeiro,-22.897715083300223,-43.18332992060644
6383,20091,Rio De Janeiro,Rio de Janeiro,-22.900151286264816,-43.17827587439508
6396,20261,Rio De Janeiro,Rio de Janeiro,-22.92401542829238,-43.213547671608914
6397,20270,Rio De Janeiro,Rio de Janeiro,-22.916244564738715,-43.21795033526529
6404,20520,Rio De Janeiro,Rio de Janeiro,-22.926258825257275,-43.231846424609145
6405,20521,Rio De Janeiro,Rio de Janeiro,-22.927918848210943,-43.23197212177495
6412,20551,Rio De Janeiro,Rio de Janeiro,-22.91439065092508,-43.24569874883489
6415,20710,Rio De Janeiro,Rio de Janeiro,-22.90830858763459,-43.2764243094503
6421,20735,Rio De Janeiro,Rio de Janeiro,-22.900247004009792,-43.28620954651436
6426,20751,Rio De Janeiro,Rio de Janeiro,-22.883894678436565,-43.30538425605098
6428,20756,Rio De Janeiro,Rio de Janeiro,-22.889303208418365,-43.30454037225461
6430,20761,Rio De Janeiro,Rio de Janeiro,-22.870098149013963,-43.2972179170696
6432,20766,Rio De Janeiro,Rio de Janeiro,-22.865673065092224,-43.28931782004312
6433,20770,Rio De Janeiro,Rio de Janeiro,-22.89263110411781,-43.28601357326318
6434,20771,Rio De Janeiro,Rio de Janeiro,-22.88654522617883,-43.28157899070825
6438,20785,Rio De Janeiro,Rio de Janeiro,-22.88659325431333,-43.26783420069855
6439,20910,Rio De Janeiro,Rio de Janeiro,-22.89952439510988,-43.23052438041678
6441,20920,Rio De Janeiro,Rio de Janeiro,-22.89524485967227,-43.231902550437
6442,20921,Rio De Janeiro,Rio de Janeiro,-22.893703236582244,-43.23151762119004
6443,20930,Rio De Janeiro,Rio de Janeiro,-22.889979653251217,-43.22883289161473
6444,20931,Rio De Janeiro,Rio de Janeiro,-22.880476502680093,-43.21772315263865
6449,20950,Rio De Janeiro,Rio de Janeiro,-22.90399569141674,-43.25558609559154
6459,21020,Rio De Janeiro,Rio de Janeiro,-22.835828487618876,-43.27614378416555
6464,21040,Rio De Janeiro,Rio de Janeiro,-22.858267172627272,-43.25269222978843
6465,21041,Rio De Janeiro,Rio de Janeiro,-22.87144109880102,-43.258727578503766
6475,21070,Rio De Janeiro,Rio de Janeiro,-22.843914411682647,-43.283779066776354
6480,21210,Rio De Janeiro,Rio de Janeiro,-22.84373140637614,-43.30242672582638
6487,21235,Rio De Janeiro,Rio de Janeiro,-22.83791177652518,-43.322271046058205
6489,21240,Rio De Janeiro,Rio de Janeiro,-22.8111210300632,-43.32621279907767
6494,21320,Rio De Janeiro,Rio de Janeiro,-22.892905876006864,-43.347644389533606
6498,21340,Rio De Janeiro,Rio de Janeiro,-22.871018134717986,-43.35684491471535
6509,21510,Rio De Janeiro,Rio de Janeiro,-22.84251003329592,-43.35349069066133
6521,21545,Rio De Janeiro,Rio de Janeiro,-22.8432861377694,-43.34344431819371
6531,21635,Rio De Janeiro,Rio de Janeiro,-22.83290297152516,-43.41230278119793
6547,21740,Rio De Janeiro,Rio de Janeiro,-22.88433305340309,-43.387504877344114
6560,21820,Rio De Janeiro,Rio de Janeiro,-22.88188843504765,-43.46899760400734
6561,21825,Rio De Janeiro,Rio de Janeiro,-22.892248480036507,-43.47086620332721
6566,21840,Rio De Janeiro,Rio de Janeiro,-22.868363814263653,-43.46923216795061
6575,21862,Rio De Janeiro,Rio de Janeiro,-22.864698795351657,-43.46636013974529
6585,21921,Rio De Janeiro,Rio de Janeiro,-22.8083044291334,-43.18564856697721
6588,21931,Rio De Janeiro,Rio de Janeiro,-22.809517664348768,-43.200203165434935
6591,21941,Rio De Janeiro,Rio de Janeiro,-22.8338340042933,-43.24885668973881
6602,22050,Rio De Janeiro,Rio de Janeiro,-22.972595655601555,-43.18771945633724
6603,22051,Rio De Janeiro,Rio de Janeiro,-22.972873846317363,-43.19052130370873
6605,22061,Rio De Janeiro,Rio de Janeiro,-22.975419252327107,-43.19263365219479
6614,22230,Rio De Janeiro,Rio de Janeiro,-22.937297973252814,-43.176889612976375
6616,22240,Rio De Janeiro,Rio de Janeiro,-22.935263476239665,-43.18726357297116
6633,22420,Rio De Janeiro,Rio de Janeiro,-22.985312022606557,-43.20414276378719
6640,22451,Rio De Janeiro,Rio de Janeiro,-22.97841522971715,-43.23772919271784
6655,22640,Rio De Janeiro,Rio de Janeiro,-23.001267617010637,-43.3355988370672
6659,22713,Rio De Janeiro,Rio de Janeiro,-22.930174584016687,-43.39608391214564
6669,22745,Rio De Janeiro,Rio de Janeiro,-22.93505848017408,-43.33359407042855
6679,22775,Rio De Janeiro,Rio de Janeiro,-22.969148201152677,-43.38306523796816
6683,22783,Rio De Janeiro,Rio de Janeiro,-22.984082408782115,-43.44889019919411
6684,22785,Rio De Janeiro,Rio de Janeiro,-22.979900329721087,-43.49176475913368
6685,22790,Rio De Janeiro,Rio de Janeiro,-23.01298650422646,-43.46551954103294
6686,22793,Rio De Janeiro,Rio de Janeiro,-23.00061899109568,-43.40471828456725
6709,23050,Rio De Janeiro,Rio de Janeiro,-22.906374170614946,-43.566410061329776
6718,23062,Rio De Janeiro,Rio de Janeiro,-22.90265768897671,-43.59917193270753
6731,23080,Rio De Janeiro,Rio de Janeiro,-22.89853933540845,-43.56542140516348
6738,23092,Rio De Janeiro,Rio de Janeiro,-22.87085601200714,-43.54384874896292
6741,23095,Rio De Janeiro,Rio de Janeiro,-22.86940966621501,-43.55658717782943
6753,23550,Rio De Janeiro,Rio de Janeiro,-22.930711174851965,-43.68946380025854
6762,23587,Rio De Janeiro,Rio de Janeiro,-22.922380751135307,-43.629510536912335
6819,23943,Angra Dos Reis,Rio de Janeiro,-22.94273300250208,-44.39440102941618
6826,23954,Angra Dos Reis,Rio de Janeiro,-23.012719917722837,-44.53711953004649
6835,24020,Niteroi,Rio de Janeiro,-22.893701145563103,-43.12041784927668
6846,24120,Niteroi,Rio de Janeiro,-22.88327023685682,-43.09227400558896
6855,24240,Niteroi,Rio de Janeiro,-22.897237232548903,-43.09915756428693
6857,24310,Niteroi,Rio de Janeiro,-22.9110328213164,-43.06742681237905
6866,24346,Niteroi,Rio de Janeiro,-22.94923036239725,-43.02805520804324
6869,24355,Niteroi,Rio de Janeiro,-22.9411555966564,-43.043134176624925
6890,24440,Sao Goncalo,Rio de Janeiro,-22.827149190613213,-43.0539481412297
6891,24445,Sao Goncalo,Rio de Janeiro,-22.81926169355244,-43.03476520349312
6893,24451,Sao Goncalo,Rio de Janeiro,-22.829351276710405,-43.01399541493803
6910,24710,Sao Goncalo,Rio de Janeiro,-22.822624306841355,-43.00309374212156
6920,24725,Sao Goncalo,Rio de Janeiro,-22.811456217228336,-42.97220863173352
6943,24754,Sao Goncalo,Rio de Janeiro,-22.872354587681084,-43.027432812835386
6956,24813,Itaborai,Rio de Janeiro,-22.75411758328793,-42.88883553024611
6964,24855,Itaborai,Rio de Janeiro,-22.773459679480904,-42.91565441771825
6978,24900,Marica,Rio de Janeiro,-22.919618105516072,-42.83978957558533
7020,25035,Duque De Caxias,Rio de Janeiro,-22.755338688692213,-43.308531682770784
7034,25070,Duque De Caxias,Rio de Janeiro,-22.78016279197431,-43.30430364671711
7061,25251,Duque De Caxias,Rio de Janeiro,-22.65410603965445,-43.27799273062863
7079,25530,Sao Joao De Meriti,Rio de Janeiro,-22.80597341277987,-43.3903648173854
7083,25550,Sao Joao De Meriti,Rio de Janeiro,-22.77519333195786,-43.382929842060825
7086,25561,Sao Joao De Meriti,Rio de Janeiro,-22.768601480710736,-43.37689328166564
7104,25645,Petropolis,Rio de Janeiro,-22.54079651100627,-43.20123507158808
7119,25720,Petropolis,Rio de Janeiro,-22.43222926280023,-43.14086038411682
7121,25730,Petropolis,Rio de Janeiro,-22.408608081087024,-43.13140914649253
7124,25750,Petropolis,Rio de Janeiro,-22.33852928975817,-43.12899883949998
7125,25755,Petropolis,Rio de Janeiro,-22.332412531990567,-43.1680211348093
7129,25803,Tres Rios,Rio de Janeiro,-22.11708169120721,-43.21192451156176
7144,25850,Paraiba Do Sul,Rio de Janeiro,-22.16428987434635,-43.29222008230457
7153,25900,Mage,Rio de Janeiro,-22.651419516496585,-43.06655787630402
7197,25957,Teresopolis,Rio de Janeiro,-22.431184122826373,-42.9702210850494
7202,25963,Teresopolis,Rio de Janeiro,-22.41767727466441,-42.97672144300954
7222,26020,Nova Iguacu,Rio de Janeiro,-22.73307786504663,-43.4496138786291
7237,26051,Nova Iguacu,Rio de Janeiro,-22.69370930904985,-43.45569367309577
7260,26112,Belford Roxo,Rio de Janeiro,-22.748890763540413,-43.40218859295182
7266,26125,Belford Roxo,Rio de Janeiro,-22.733091514554367,-43.40118902114117
7299,26210,Nova Iguacu,Rio de Janeiro,-22.75587652233678,-43.45011309119682
7305,26230,Nova Iguacu,Rio de Janeiro,-22.754343447271268,-43.42874379900237
7307,26255,Nova Iguacu,Rio de Janeiro,-22.760838936119494,-43.45665101381061
7326,26285,Nova Iguacu,Rio de Janeiro,-22.749261034645645,-43.457434797409576
7356,26379,Queimados,Rio de Janeiro,-22.73701486100054,-43.56361873677636
7386,26510,Nilopolis,Rio de Janeiro,-22.81662825484205,-43.41632496803764
7391,26525,Nilopolis,Rio de Janeiro,-22.805706631753832,-43.42307905240664
7398,26551,Mesquita,Rio de Janeiro,-22.781707096310384,-43.42552236371597
7404,26562,Mesquita,Rio de Janeiro,-22.770064916804248,-43.422339662467735
7414,26600,Paracambi,Rio de Janeiro,-22.61483382699214,-43.705683375748585
7468,27274,Volta Redonda,Rio de Janeiro,-22.507733189998785,-44.12954335242708
7471,27277,Volta Redonda,Rio de Janeiro,-22.496952789883665,-44.127492009916175
7483,27321,Barra Mansa,Rio de Janeiro,-22.52439827456722,-44.184183789508
7497,27345,Barra Mansa,Rio de Janeiro,-22.54473295711965,-44.176405918697846
7501,27353,Barra Mansa,Rio de Janeiro,-22.54554988186208,-44.23261292062814
7523,27525,Resende,Rio de Janeiro,-22.47945755126941,-44.497006003882944
7546,27700,Vassouras,Rio de Janeiro,-22.40767287308994,-43.667689767440216
7556,27930,Macae,Rio de Janeiro,-22.40021353511366,-41.81555267555438
7573,27963,Macae,Rio de Janeiro,-22.339397511937925,-41.75630392529992
7579,27972,Macae,Rio de Janeiro,-22.328101842833277,-41.76439361973373
7600,28035,Campos Dos Goytacazes,Rio de Janeiro,-21.75650602388157,-41.33204541278835
7658,28470,Santo Antonio De Padua,Rio de Janeiro,-21.55285988163456,-42.19618878044136
7660,28495,Aperibe,Rio de Janeiro,-21.62582998898821,-42.10489089799902
7674,28605,Nova Friburgo,Rio de Janeiro,-22.269903758517675,-42.51971931487772
7679,28615,Nova Friburgo,Rio de Janeiro,-22.323794866229523,-42.51973077441476
7686,28630,Nova Friburgo,Rio de Janeiro,-22.251294327685237,-42.54062738137719
7687,28633,Nova Friburgo,Rio de Janeiro,-22.238025218273112,-42.525863570577975
7695,28660,Bom Jardim,Rio de Janeiro,-22.15968821079869,-42.41686495479445
7707,28800,Rio Bonito,Rio de Janeiro,-22.711927870432564,-42.63004113951235
7708,28810,Boa Esperanca,Rio de Janeiro,-22.751923494229857,-42.53355679259949
7745,28941,Sao Pedro Da Aldeia,Rio de Janeiro,-22.80981035611303,-42.164405297717686
7752,28950,Armacao Dos Buzios,Rio de Janeiro,-22.76657248480372,-41.908675205986285
7756,28990,Saquarema,Rio de Janeiro,-22.923756548355588,-42.50447966854643
7766,29010,Vitoria,Espírito Santo,-20.320038528527185,-40.3329218886029
7780,29032,Vitoria,Espírito Santo,-20.252615418053036,-40.319583384075706
7795,29056,Vitoria,Espírito Santo,-20.304515729849843,-40.2995760745933
7804,29090,Vitoria,Espírito Santo,-20.258920613108977,-40.26756763394884
7806,29100,Vila Velha,Espírito Santo,-20.33959604188587,-40.29549349586976
7807,29101,Vila Velha,Espírito Santo,-20.345030195796227,-40.28790374199653
7808,29102,Vila Velha,Espírito Santo,-20.37128036966112,-40.30721837760808
7810,29104,Vila Velha,Espírito Santo,-20.366701930567032,-40.31718921781991
7813,29107,Vila Velha,Espírito Santo,-20.354058884014453,-40.30128887072216
7842,29138,Viana,Espírito Santo,-20.370296473620964,-40.416448541581005
7845,29142,Cariacica,Espírito Santo,-20.36360185674505,-40.37462539065324
7853,29150,Cariacica,Espírito Santo,-20.32247630196992,-40.37762777086689
7859,29156,Cariacica,Espírito Santo,-20.27851289140612,-40.41167522341207
7862,29160,Serra,Espírito Santo,-20.236215492570285,-40.27203665640389
7863,29161,Serra,Espírito Santo,-20.22398020791206,-40.27581852168546
7868,29166,Serra,Espírito Santo,-20.188079675277496,-40.241697762995486
7918,29260,Domingos Martins,Espírito Santo,-20.35420704341062,-40.703285268956
7927,29300,Cachoeiro De Itapemirim,Espírito Santo,-20.847459653832125,-41.12005826115421
7931,29304,Cachoeiro De Itapemirim,Espírito Santo,-20.8586495211639,-41.11688197001606
7940,29313,Cachoeiro De Itapemirim,Espírito Santo,-20.83232137438696,-41.157260281263376
7942,29315,Cachoeiro De Itapemirim,Espírito Santo,-20.847164397952103,-41.1548455256115
7970,29480,Muqui,Espírito Santo,-20.95206473566138,-41.34218704825808
7982,29600,Afonso Claudio,Espírito Santo,-20.07682155300228,-41.12371138232126
8003,29704,Colatina,Espírito Santo,-19.52664430508559,-40.66243185634448
8087,30111,Belo Horizonte,Minas Gerais,-19.917826028188397,-43.942417941975386
8089,30120,Belo Horizonte,Minas Gerais,-19.91852703015928,-43.93988998298764
8090,30130,Belo Horizonte,Minas Gerais,-19.93185558700408,-43.932647431010295
8091,30140,Belo Horizonte,Minas Gerais,-19.93104856825172,-43.93603257269495
8092,30150,Belo Horizonte,Minas Gerais,-19.925953136630508,-43.9270012212083
8095,30170,Belo Horizonte,Minas Gerais,-19.927104133305765,-43.94496355953479
8097,30180,Belo Horizonte,Minas Gerais,-19.92641009985338,-43.94586443137012
8099,30190,Belo Horizonte,Minas Gerais,-19.924640007158544,-43.946121717904624
8101,30220,Belo Horizonte,Minas Gerais,-19.940114849442462,-43.91958024514325
8103,30240,Belo Horizonte,Minas Gerais,-19.929634471795293,-43.91777905690397
8106,30270,Belo Horizonte,Minas Gerais,-19.92134251922916,-43.90615804521913
8108,30285,Belo Horizonte,Minas Gerais,-19.916749422160827,-43.90182965852817
8112,30310,Belo Horizonte,Minas Gerais,-19.946634191819108,-43.92852281029642
8113,30315,Belo Horizonte,Minas Gerais,-19.95380280794058,-43.93090361544771
8121,30390,Belo Horizonte,Minas Gerais,-19.99276150266036,-43.966360063886334
8125,30421,Belo Horizonte,Minas Gerais,-19.93710598538667,-43.97631024306516
8127,30431,Belo Horizonte,Minas Gerais,-19.935486917207523,-43.9668497178044
8136,30494,Belo Horizonte,Minas Gerais,-19.96005961136484,-43.96164848633418
8148,30550,Belo Horizonte,Minas Gerais,-19.94361489927609,-43.98184650740853
8151,30575,Belo Horizonte,Minas Gerais,-19.97380109868721,-43.97264013372904
8155,30620,Belo Horizonte,Minas Gerais,-19.983319169326872,-44.0013738632822
8161,30640,Belo Horizonte,Minas Gerais,-19.977377243819184,-44.02064083006472
8168,30668,Belo Horizonte,Minas Gerais,-20.000856897018227,-44.02890660317559
8174,30710,Belo Horizonte,Minas Gerais,-19.913379943766746,-43.95870189476295
8180,30775,Belo Horizonte,Minas Gerais,-19.89649067170408,-43.96875730467175
8184,30840,Belo Horizonte,Minas Gerais,-19.890277616721733,-43.999366397670606
8192,30882,Belo Horizonte,Minas Gerais,-19.881619613784384,-44.00934116973428
8195,31030,Belo Horizonte,Minas Gerais,-19.9061205626132,-43.923704334179504
8196,31035,Belo Horizonte,Minas Gerais,-19.898268883582244,-43.9205695032957
8197,31050,Belo Horizonte,Minas Gerais,-19.89856959315741,-43.89524503637982
8201,31110,Belo Horizonte,Minas Gerais,-19.90491827268254,-43.93689170249609
8202,31130,Belo Horizonte,Minas Gerais,-19.89196162600201,-43.94238063666808
8203,31140,Belo Horizonte,Minas Gerais,-19.894574207526336,-43.93123458184847
8206,31160,Belo Horizonte,Minas Gerais,-19.878923245107323,-43.931504978901216
8208,31210,Belo Horizonte,Minas Gerais,-19.90671219475644,-43.94889650258168
8209,31230,Belo Horizonte,Minas Gerais,-19.897440327172728,-43.95717776039552
8212,31255,Belo Horizonte,Minas Gerais,-19.86949505446246,-43.9509439543507
8216,31310,Belo Horizonte,Minas Gerais,-19.873399844484634,-43.98232611271478
8219,31340,Belo Horizonte,Minas Gerais,-19.86477356430017,-43.98962196689193
8221,31365,Belo Horizonte,Minas Gerais,-19.86605711120896,-44.00074510410349
8223,31510,Belo Horizonte,Minas Gerais,-19.814336414816918,-43.96557706575405
8225,31520,Belo Horizonte,Minas Gerais,-19.819517325726157,-43.9688259483315
8226,31525,Belo Horizonte,Minas Gerais,-19.82592413119809,-43.972410663201806
8228,31535,Belo Horizonte,Minas Gerais,-19.81472372408545,-43.98102274756471
8232,31555,Belo Horizonte,Minas Gerais,-19.841600785453995,-43.98022183612361
8233,31560,Belo Horizonte,Minas Gerais,-19.83849989473624,-43.974411819358
8234,31565,Belo Horizonte,Minas Gerais,-19.833900216425704,-43.96679019247034
8235,31570,Belo Horizonte,Minas Gerais,-19.80768065786215,-43.98042684085744
8236,31573,Belo Horizonte,Minas Gerais,-19.81095228066824,-43.98998650424639
8251,31710,Belo Horizonte,Minas Gerais,-19.840041680680123,-43.95933923847522
8254,31730,Belo Horizonte,Minas Gerais,-19.836057733815164,-43.94538236770012
8269,31842,Belo Horizonte,Minas Gerais,-19.83768155726055,-43.92405254267352
8270,31844,Belo Horizonte,Minas Gerais,-19.838414207271068,-43.91567119293642
8275,31910,Belo Horizonte,Minas Gerais,-19.869927909222344,-43.919706450313775
8276,31920,Belo Horizonte,Minas Gerais,-19.870855445819217,-43.912557996644686
8278,31950,Belo Horizonte,Minas Gerais,-19.867541102807987,-43.89948356702756
8282,31980,Belo Horizonte,Minas Gerais,-19.854615377340185,-43.91473973193414
8311,32110,Contagem,Minas Gerais,-19.88406937050345,-44.02242139461153
8314,32140,Contagem,Minas Gerais,-19.89402962440765,-44.04224404676389
8321,32180,Contagem,Minas Gerais,-19.867252389950057,-44.029978433938886
8324,32185,Contagem,Minas Gerais,-19.847573166848647,-44.02943024506621
8333,32240,Contagem,Minas Gerais,-19.95608602662571,-44.05212106582628
8337,32260,Contagem,Minas Gerais,-19.954716106653933,-44.0389637446662
8339,32280,Contagem,Minas Gerais,-19.94732845763311,-44.05782869450705
8341,32310,Contagem,Minas Gerais,-19.938768933234908,-44.03834169825095
8342,32315,Contagem,Minas Gerais,-19.941628099202305,-44.04185858702217
8348,32372,Contagem,Minas Gerais,-19.92056947090005,-44.02640958503362
8357,32419,Ibirite,Minas Gerais,-20.013645630860008,-44.07010945653083
8374,32604,Betim,Minas Gerais,-19.951799038267158,-44.196037480396
8409,32672,Betim,Minas Gerais,-19.93912061459938,-44.173017240189296
8413,32677,Betim,Minas Gerais,-19.94300350459581,-44.1136240110523
8456,33200,Vespasiano,Minas Gerais,-19.731097253636868,-43.94146568879755
8458,33400,Lagoa Santa,Minas Gerais,-19.636520104484408,-43.89965142692265
8460,33600,Pedro Leopoldo,Minas Gerais,-19.613117562252093,-44.03989226354459
8498,33936,Ribeirao Das Neves,Minas Gerais,-19.805004607696645,-44.01332146196757
8502,33940,Ribeirao Das Neves,Minas Gerais,-19.81442653242685,-44.02627258634188
8511,34006,Nova Lima,Minas Gerais,-19.98048628881467,-43.93981496058217
8537,34710,Sabara,Minas Gerais,-19.880489318726323,-43.90337735934442
8561,35044,Governador Valadares,Minas Gerais,-18.88547551320914,-41.94732216443707
8607,35160,Ipatinga,Minas Gerais,-19.499290040031863,-42.54717532598181
8609,35162,Ipatinga,Minas Gerais,-19.468786725450677,-42.56389478130509
8615,35170,Coronel Fabriciano,Minas Gerais,-19.506713154390685,-42.628614039650095
8620,35180,Timoteo,Minas Gerais,-19.545340606723503,-42.643848513674975
8672,35300,Caratinga,Minas Gerais,-19.787035607141227,-42.1378858141528
8715,35400,Ouro Preto,Minas Gerais,-20.39101146673796,-43.507047162023525
8733,35430,Ponte Nova,Minas Gerais,-20.410060488150783,-42.89881690745697
8760,35500,Divinopolis,Minas Gerais,-20.14035968780133,-44.884079632219006
8761,35501,Divinopolis,Minas Gerais,-20.16210914638635,-44.90191602362891
8777,35530,Claudio,Minas Gerais,-20.437204870235007,-44.76203405975947
8782,35540,Oliveira,Minas Gerais,-20.698563939792177,-44.82676038665832
8787,35547,Carmo Da Mata,Minas Gerais,-20.55966811821635,-44.86917286484877
8792,35557,Carmo Do Cajuru,Minas Gerais,-20.28277684321241,-44.8314684170272
8798,35570,Formiga,Minas Gerais,-20.46253562176835,-45.43305899816512
8804,35590,Lagoa Da Prata,Minas Gerais,-20.02406477242536,-45.5371898136024
8829,35660,Para De Minas,Minas Gerais,-19.853541121211897,-44.60882226071132
8838,35670,Mateus Leme,Minas Gerais,-19.99123842180006,-44.42872947177971
8842,35680,Itauna,Minas Gerais,-20.077863070164632,-44.57613377216053
8850,35700,Sete Lagoas,Minas Gerais,-19.45799501338864,-44.24812822762972
8851,35701,Sete Lagoas,Minas Gerais,-19.460508470366012,-44.23145971975352
8899,35900,Itabira,Minas Gerais,-19.63079871695884,-43.222253680108224
8909,35930,Joao Monlevade,Minas Gerais,-19.81470370525168,-43.170408968379526
8925,36010,Juiz De Fora,Minas Gerais,-21.76457138744817,-43.34597324239813
8928,36015,Juiz De Fora,Minas Gerais,-21.75734753091001,-43.35406013626351
8936,36032,Juiz De Fora,Minas Gerais,-21.79966268117173,-43.35771115457957
8944,36046,Juiz De Fora,Minas Gerais,-21.73185643008912,-43.359547616644406
8947,36050,Juiz De Fora,Minas Gerais,-21.73449341736549,-43.34883124077252
8949,36052,Juiz De Fora,Minas Gerais,-21.746968822869466,-43.34623192249413
8954,36071,Juiz De Fora,Minas Gerais,-21.772902260434623,-43.31619269603936
8962,36087,Juiz De Fora,Minas Gerais,-21.70693066027025,-43.42528623659744
8994,36200,Barbacena,Minas Gerais,-21.227355100370914,-43.77268466098553
8995,36201,Barbacena,Minas Gerais,-21.225722260767256,-43.78891728173811
9004,36213,Dores De Campos,Minas Gerais,-21.109897644968864,-44.02336767935939
9026,36300,Sao Joao Del Rei,Minas Gerais,-21.13445454970932,-44.26216501908778
9027,36301,Sao Joao Del Rei,Minas Gerais,-21.12313862606965,-44.25022385765714
9036,36320,Prados,Minas Gerais,-21.059067150905054,-44.083411637917365
9037,36325,Tiradentes,Minas Gerais,-21.10980791604441,-44.17477905963709
9049,36401,Conselheiro Lafaiete,Minas Gerais,-20.65784177366289,-43.77659493151107
9054,36407,Conselheiro Lafaiete,Minas Gerais,-20.659212123529404,-43.80692696277707
9055,36408,Conselheiro Lafaiete,Minas Gerais,-20.65342074575615,-43.797692453243
9056,36415,Congonhas,Minas Gerais,-20.509894537367916,-43.86168754730868
9075,36500,Uba,Minas Gerais,-21.117760548690026,-42.94287086370392
