DATE_KEY,FULL_DATE,YEAR,MONTH,MONTH_NAME,WEEK_IN_MONTH,DAY,DAY_OF_WEEK,TRIMESTER,NATIONAL_HOLIDAY_INDICATOR,WEEKDAY_INDICATOR
933,2018-07-21,2018,7,July,3,21,Saturday,Q3,Non-Holiday,Weekend
934,2018-07-22,2018,7,July,3,22,Sunday,Q3,Non-Holiday,Weekend
935,2018-07-23,2018,7,July,3,23,Monday,Q3,Non-Holiday,Weekday
936,2018-07-24,2018,7,July,4,24,Tuesday,Q3,Non-Holiday,Weekday
937,2018-07-25,2018,7,July,4,25,Wednesday,Q3,Non-Holiday,Weekday
938,2018-07-26,2018,7,July,4,26,Thursday,Q3,Non-Holiday,Weekday
939,2018-07-27,2018,7,July,4,27,Friday,Q3,Non-Holiday,Weekday
940,2018-07-28,2018,7,July,4,28,Saturday,Q3,Non-Holiday,Weekend
941,2018-07-29,2018,7,July,4,29,Sunday,Q3,Non-Holiday,Weekend
942,2018-07-30,2018,7,July,4,30,Monday,Q3,Non-Holiday,Weekday
943,2018-07-31,2018,7,July,4,31,Tuesday,Q3,Non-Holiday,Weekday
944,2018-08-01,2018,8,August,1,1,Wednesday,Q3,Non-Holiday,Weekday
945,2018-08-02,2018,8,August,1,2,Thursday,Q3,Non-Holiday,Weekday
946,2018-08-03,2018,8,August,1,3,Friday,Q3,Non-Holiday,Weekday
947,2018-08-04,2018,8,August,1,4,Saturday,Q3,Non-Holiday,Weekend
948,2018-08-05,2018,8,August,1,5,Sunday,Q3,Non-Holiday,Weekend
949,2018-08-06,2018,8,August,1,6,Monday,Q3,Non-Holiday,Weekday
950,2018-08-07,2018,8,August,1,7,Tuesday,Q3,Non-Holiday,Weekday
951,2018-08-08,2018,8,August,2,8,Wednesday,Q3,Non-Holiday,Weekday
952,2018-08-09,2018,8,August,2,9,Thursday,Q3,Non-Holiday,Weekday
953,2018-08-10,2018,8,August,2,10,Friday,Q3,Non-Holiday,Weekday
954,2018-08-11,2018,8,August,2,11,Saturday,Q3,Non-Holiday,Weekend
955,2018-08-12,2018,8,August,2,12,Sunday,Q3,Non-Holiday,Weekend
956,2018-08-13,2018,8,August,2,13,Monday,Q3,Non-Holiday,Weekday
957,2018-08-14,2018,8,August,2,14,Tuesday,Q3,Non-Holiday,Weekday
958,2018-08-15,2018,8,August,2,15,Wednesday,Q3,Non-Holiday,Weekday
959,2018-08-16,2018,8,August,3,16,Thursday,Q3,Non-Holiday,Weekday
960,2018-08-17,2018,8,August,3,17,Friday,Q3,Non-Holiday,Weekday
961,2018-08-18,2018,8,August,3,18,Saturday,Q3,Non-Holiday,Weekend
962,2018-08-19,2018,8,August,3,19,Sunday,Q3,Non-Holiday,Weekend
963,2018-08-20,2018,8,August,3,20,Monday,Q3,Non-Holiday,Weekday
964,2018-08-21,2018,8,August,3,21,Tuesday,Q3,Non-Holiday,Weekday
965,2018-08-22,2018,8,August,3,22,Wednesday,Q3,Non-Holiday,Weekday
966,2018-08-23,2018,8,August,3,23,Thursday,Q3,Non-Holiday,Weekday
967,2018-08-24,2018,8,August,4,24,Friday,Q3,Non-Holiday,Weekday
968,2018-08-25,2018,8,August,4,25,Saturday,Q3,Non-Holiday,Weekend
969,2018-08-26,2018,8,August,4,26,Sunday,Q3,Non-Holiday,Weekend
970,2018-08-27,2018,8,August,4,27,Monday,Q3,Non-Holiday,Weekday
971,2018-08-28,2018,8,August,4,28,Tuesday,Q3,Non-Holiday,Weekday
972,2018-08-29,2018,8,August,4,29,Wednesday,Q3,Non-Holiday,Weekday
973,2018-08-30,2018,8,August,4,30,Thursday,Q3,Non-Holiday,Weekday
974,2018-08-31,2018,8,August,4,31,Friday,Q3,Non-Holiday,Weekday
975,2018-09-01,2018,9,September,1,1,Saturday,Q3,Non-Holiday,Weekend
976,2018-09-02,2018,9,September,1,2,Sunday,Q3,Non-Holiday,Weekend
977,2018-09-03,2018,9,September,1,3,Monday,Q3,Non-Holiday,Weekday
978,2018-09-04,2018,9,September,1,4,Tuesday,Q3,Non-Holiday,Weekday
979,2018-09-05,2018,9,September,1,5,Wednesday,Q3,Non-Holiday,Weekday
980,2018-09-06,2018,9,September,1,6,Thursday,Q3,Non-Holiday,Weekday
981,2018-09-07,2018,9,September,1,7,Friday,Q3,Holiday,Weekday
982,2018-09-08,2018,9,September,2,8,Saturday,Q3,Non-Holiday,Weekend
983,2018-09-09,2018,9,September,2,9,Sunday,Q3,Non-Holiday,Weekend
984,2018-09-10,2018,9,September,2,10,Monday,Q3,Non-Holiday,Weekday
985,2018-09-11,2018,9,September,2,11,Tuesday,Q3,Non-Holiday,Weekday
986,2018-09-12,2018,9,September,2,12,Wednesday,Q3,Non-Holiday,Weekday
987,2018-09-13,2018,9,September,2,13,Thursday,Q3,Non-Holiday,Weekday
988,2018-09-14,2018,9,September,2,14,Friday,Q3,Non-Holiday,Weekday
989,2018-09-15,2018,9,September,2,15,Saturday,Q3,Non-Holiday,Weekend
990,2018-09-16,2018,9,September,3,16,Sunday,Q3,Non-Holiday,Weekend
991,2018-09-17,2018,9,September,3,17,Monday,Q3,Non-Holiday,Weekday
992,2018-09-18,2018,9,September,3,18,Tuesday,Q3,Non-Holiday,Weekday
993,2018-09-19,2018,9,September,3,19,Wednesday,Q3,Non-Holiday,Weekday
994,2018-09-20,2018,9,September,3,20,Thursday,Q3,Non-Holiday,Weekday
995,2018-09-21,2018,9,September,3,21,Friday,Q3,Non-Holiday,Weekday
996,2018-09-22,2018,9,September,3,22,Saturday,Q3,Non-Holiday,Weekend
997,2018-09-23,2018,9,September,3,23,Sunday,Q3,Non-Holiday,Weekend
998,2018-09-24,2018,9,September,4,24,Monday,Q3,Non-Holiday,Weekday
999,2018-09-25,2018,9,September,4,25,Tuesday,Q3,Non-Holiday,Weekday
1000,2018-09-26,2018,9,September,4,26,Wednesday,Q3,Non-Holiday,Weekday
1001,2018-09-27,2018,9,September,4,27,Thursday,Q3,Non-Holiday,Weekday
1002,2018-09-28,2018,9,September,4,28,Friday,Q3,Non-Holiday,Weekday
1003,2018-09-29,2018,9,September,4,29,Saturday,Q3,Non-Holiday,Weekend
1004,2018-09-30,2018,9,September,4,30,Sunday,Q3,Non-Holiday,Weekend
1005,2018-10-01,2018,10,October,1,1,Monday,Q4,Non-Holiday,Weekday
1006,2018-10-02,2018,10,October,1,2,Tuesday,Q4,Non-Holiday,Weekday
1007,2018-10-03,2018,10,October,1,3,Wednesday,Q4,Non-Holiday,Weekday
1008,2018-10-04,2018,10,October,1,4,Thursday,Q4,Non-Holiday,Weekday
1009,2018-10-05,2018,10,October,1,5,Friday,Q4,Non-Holiday,Weekday
1010,2018-10-06,2018,10,October,1,6,Saturday,Q4,Non-Holiday,Weekend
1011,2018-10-07,2018,10,October,1,7,Sunday,Q4,Non-Holiday,Weekend
1012,2018-10-08,2018,10,October,2,8,Monday,Q4,Non-Holiday,Weekday
1013,2018-10-09,2018,10,October,2,9,Tuesday,Q4,Non-Holiday,Weekday
1014,2018-10-10,2018,10,October,2,10,Wednesday,Q4,Non-Holiday,Weekday
1015,2018-10-11,2018,10,October,2,11,Thursday,Q4,Non-Holiday,Weekday
1016,2018-10-12,2018,10,October,2,12,Friday,Q4,Holiday,Weekday
1017,2018-10-13,2018,10,October,2,13,Saturday,Q4,Non-Holiday,Weekend
1018,2018-10-14,2018,10,October,2,14,Sunday,Q4,Non-Holiday,Weekend
1019,2018-10-15,2018,10,October,2,15,Monday,Q4,Non-Holiday,Weekday
1020,2018-10-16,2018,10,October,3,16,Tuesday,Q4,Non-Holiday,Weekday
1021,2018-10-17,2018,10,October,3,17,Wednesday,Q4,Non-Holiday,Weekday
1022,2018-10-18,2018,10,October,3,18,Thursday,Q4,Non-Holiday,Weekday
1023,2018-10-19,2018,10,October,3,19,Friday,Q4,Non-Holiday,Weekday
1024,2018-10-20,2018,10,October,3,20,Saturday,Q4,Non-Holiday,Weekend
1025,2018-10-21,2018,10,October,3,21,Sunday,Q4,Non-Holiday,Weekend
1026,2018-10-22,2018,10,October,3,22,Monday,Q4,Non-Holiday,Weekday
1027,2018-10-23,2018,10,October,3,23,Tuesday,Q4,Non-Holiday,Weekday
1028,2018-10-24,2018,10,October,4,24,Wednesday,Q4,Non-Holiday,Weekday
1029,2018-10-25,2018,10,October,4,25,Thursday,Q4,Non-Holiday,Weekday
1030,2018-10-26,2018,10,October,4,26,Friday,Q4,Non-Holiday,Weekday
1031,2018-10-27,2018,10,October,4,27,Saturday,Q4,Non-Holiday,Weekend
1032,2018-10-28,2018,10,October,4,28,Sunday,Q4,Non-Holiday,Weekend
1033,2018-10-29,2018,10,October,4,29,Monday,Q4,Non-Holiday,Weekday
1034,2018-10-30,2018,10,October,4,30,Tuesday,Q4,Non-Holiday,Weekday
1035,2018-10-31,2018,10,October,4,31,Wednesday,Q4,Non-Holiday,Weekday
1036,2018-11-01,2018,11,November,1,1,Thursday,Q4,Non-Holiday,Weekday
1037,2018-11-02,2018,11,November,1,2,Friday,Q4,Holiday,Weekday
1038,2018-11-03,2018,11,November,1,3,Saturday,Q4,Non-Holiday,Weekend
1039,2018-11-04,2018,11,November,1,4,Sunday,Q4,Non-Holiday,Weekend
1040,2018-11-05,2018,11,November,1,5,Monday,Q4,Non-Holiday,Weekday
1041,2018-11-06,2018,11,November,1,6,Tuesday,Q4,Non-Holiday,Weekday
1042,2018-11-07,2018,11,November,1,7,Wednesday,Q4,Non-Holiday,Weekday
1043,2018-11-08,2018,11,November,2,8,Thursday,Q4,Non-Holiday,Weekday
1044,2018-11-09,2018,11,November,2,9,Friday,Q4,Non-Holiday,Weekday
1045,2018-11-10,2018,11,November,2,10,Saturday,Q4,Non-Holiday,Weekend
1046,2018-11-11,2018,11,November,2,11,Sunday,Q4,Non-Holiday,Weekend
1047,2018-11-12,2018,11,November,2,12,Monday,Q4,Non-Holiday,Weekday
1048,2018-11-13,2018,11,November,2,13,Tuesday,Q4,Non-Holiday,Weekday
1049,2018-11-14,2018,11,November,2,14,Wednesday,Q4,Non-Holiday,Weekday
1050,2018-11-15,2018,11,November,2,15,Thursday,Q4,Holiday,Weekday
1051,2018-11-16,2018,11,November,3,16,Friday,Q4,Non-Holiday,Weekday
1052,2018-11-17,2018,11,November,3,17,Saturday,Q4,Non-Holiday,Weekend
1053,2018-11-18,2018,11,November,3,18,Sunday,Q4,Non-Holiday,Weekend
1054,2018-11-19,2018,11,November,3,19,Monday,Q4,Non-Holiday,Weekday
1055,2018-11-20,2018,11,November,3,20,Tuesday,Q4,Non-Holiday,Weekday
1056,2018-11-21,2018,11,November,3,21,Wednesday,Q4,Non-Holiday,Weekday
1057,2018-11-22,2018,11,November,3,22,Thursday,Q4,Non-Holiday,Weekday
1058,2018-11-23,2018,11,November,3,23,Friday,Q4,Non-Holiday,Weekday
1059,2018-11-24,2018,11,November,4,24,Saturday,Q4,Non-Holiday,Weekend
1060,2018-11-25,2018,11,November,4,25,Sunday,Q4,Non-Holiday,Weekend
1061,2018-11-26,2018,11,November,4,26,Monday,Q4,Non-Holiday,Weekday
1062,2018-11-27,2018,11,November,4,27,Tuesday,Q4,Non-Holiday,Weekday
1063,2018-11-28,2018,11,November,4,28,Wednesday,Q4,Non-Holiday,Weekday
1064,2018-11-29,2018,11,November,4,29,Thursday,Q4,Non-Holiday,Weekday
1065,2018-11-30,2018,11,November,4,30,Friday,Q4,Non-Holiday,Weekday
1066,2018-12-01,2018,12,December,1,1,Saturday,Q4,Non-Holiday,Weekend
1067,2018-12-02,2018,12,December,1,2,Sunday,Q4,Non-Holiday,Weekend
1068,2018-12-03,2018,12,December,1,3,Monday,Q4,Non-Holiday,Weekday
1069,2018-12-04,2018,12,December,1,4,Tuesday,Q4,Non-Holiday,Weekday
1070,2018-12-05,2018,12,December,1,5,Wednesday,Q4,Non-Holiday,Weekday
1071,2018-12-06,2018,12,December,1,6,Thursday,Q4,Non-Holiday,Weekday
1072,2018-12-07,2018,12,December,1,7,Friday,Q4,Non-Holiday,Weekday
1073,2018-12-08,2018,12,December,2,8,Saturday,Q4,Non-Holiday,Weekend
1074,2018-12-09,2018,12,December,2,9,Sunday,Q4,Non-Holiday,Weekend
1075,2018-12-10,2018,12,December,2,10,Monday,Q4,Non-Holiday,Weekday
1076,2018-12-11,2018,12,December,2,11,Tuesday,Q4,Non-Holiday,Weekday
1077,2018-12-12,2018,12,December,2,12,Wednesday,Q4,Non-Holiday,Weekday
1078,2018-12-13,2018,12,December,2,13,Thursday,Q4,Non-Holiday,Weekday
1079,2018-12-14,2018,12,December,2,14,Friday,Q4,Non-Holiday,Weekday
1080,2018-12-15,2018,12,December,2,15,Saturday,Q4,Non-Holiday,Weekend
1081,2018-12-16,2018,12,December,3,16,Sunday,Q4,Non-Holiday,Weekend
1082,2018-12-17,2018,12,December,3,17,Monday,Q4,Non-Holiday,Weekday
1083,2018-12-18,2018,12,December,3,18,Tuesday,Q4,Non-Holiday,Weekday
1084,2018-12-19,2018,12,December,3,19,Wednesday,Q4,Non-Holiday,Weekday
1085,2018-12-20,2018,12,December,3,20,Thursday,Q4,Non-Holiday,Weekday
1086,2018-12-21,2018,12,December,3,21,Friday,Q4,Non-Holiday,Weekday
1087,2018-12-22,2018,12,December,3,22,Saturday,Q4,Non-Holiday,Weekend
1088,2018-12-23,2018,12,December,3,23,Sunday,Q4,Non-Holiday,Weekend
1089,2018-12-24,2018,12,December,4,24,Monday,Q4,Non-Holiday,Weekday
1090,2018-12-25,2018,12,December,4,25,Tuesday,Q4,Holiday,Weekday
1091,2018-12-26,2018,12,December,4,26,Wednesday,Q4,Non-Holiday,Weekday
1092,2018-12-27,2018,12,December,4,27,Thursday,Q4,Non-Holiday,Weekday
1093,2018-12-28,2018,12,December,4,28,Friday,Q4,Non-Holiday,Weekday
1094,2018-12-29,2018,12,December,4,29,Saturday,Q4,Non-Holiday,Weekend
1095,2018-12-30,2018,12,December,4,30,Sunday,Q4,Non-Holiday,Weekend
1096,2018-12-31,2018,12,December,4,31,Monday,Q4,Non-Holiday,Weekday
